doc_id,fuente,campo,esperado,extraido,veredicto,confianza,estado,resultado_esperado,caso_borde,control_esperado
GD-063,publica,nif,972-70-4421,******421,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-063,publica,numero,29086575,29086575,correcto,0.8,Revisar campos,en_lote,no,
GD-063,publica,fecha_emision,2020-07-08,2020-08-07,incorrecto,0.8,Revisar campos,en_lote,no,
GD-063,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-063,publica,moneda,USD,CAD,incorrecto,0.8,Revisar campos,en_lote,no,
GD-063,publica,importe_total,17124.42,17124.42,correcto,0.8,Revisar campos,en_lote,no,
GD-063,publica,iva,1556.77,1556.77,correcto,0.8,Revisar campos,en_lote,no,
GD-063,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,proveedor,COOPER GROUP,COOPER GROUP,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,nif,955-78-7390,******390,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-064,publica,numero,52093915,52093915,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,fecha_emision,2017-08-29,2017-08-29,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,importe_total,1722.39,1722.39,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,iva,156.58,156.58,correcto,0.8,Revisar campos,en_lote,no,
GD-064,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-065,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-065,publica,proveedor,BAIRD,BAIRD,correcto,0.81,Revisar campos,en_lote,no,
GD-065,publica,nif,927-99-1999,******999,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-065,publica,numero,97675851,97675851,correcto,0.81,Revisar campos,en_lote,no,
GD-065,publica,fecha_emision,2016-05-25,2016-05-25,correcto,0.81,Revisar campos,en_lote,no,
GD-065,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-065,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-065,publica,importe_total,154.74,154.74,correcto,0.81,Revisar campos,en_lote,no,
GD-065,publica,iva,14.07,14.07,correcto,0.81,Revisar campos,en_lote,no,
GD-065,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-066,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-066,publica,proveedor,,JOHNSON-CAIN,alucinado,0.81,Revisar campos,en_lote,no,
GD-066,publica,nif,,******573,sin_ground_truth,0.81,Revisar campos,en_lote,no,
GD-066,publica,numero,,52060328,alucinado,0.81,Revisar campos,en_lote,no,
GD-066,publica,fecha_emision,,2019-10-11,alucinado,0.81,Revisar campos,en_lote,no,
GD-066,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-066,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-066,publica,importe_total,,177.1,alucinado,0.81,Revisar campos,en_lote,no,
GD-066,publica,iva,,16.1,alucinado,0.81,Revisar campos,en_lote,no,
GD-066,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-067,publica,tipo_doc,invoice,invoice,correcto,0.78,Revisar campos,en_lote,no,
GD-067,publica,proveedor,BAKER MICHAEL AND MARTIN,BAKER MICHAEL AND MARTIN,correcto,0.78,Revisar campos,en_lote,no,
GD-067,publica,nif,986-85-0797,******797,correcto_enmascarado,0.78,Revisar campos,en_lote,no,
GD-067,publica,numero,36279024,36279024,correcto,0.78,Revisar campos,en_lote,no,
GD-067,publica,fecha_emision,2014-08-18,2014-08-18,correcto,0.78,Revisar campos,en_lote,no,
GD-067,publica,fecha_vencimiento,,,correcto,0.78,Revisar campos,en_lote,no,
GD-067,publica,moneda,USD,USD,correcto,0.78,Revisar campos,en_lote,no,
GD-067,publica,importe_total,1255.17,1255.17,correcto,0.78,Revisar campos,en_lote,no,
GD-067,publica,iva,114.11,114.11,correcto,0.78,Revisar campos,en_lote,no,
GD-067,publica,oc,,,correcto,0.78,Revisar campos,en_lote,no,
GD-068,publica,tipo_doc,invoice,invoice,correcto,0.74,Revisar campos,en_lote,no,
GD-068,publica,proveedor,ADAMS-JOHNSON,ADAMS-JOHNSON,correcto,0.74,Revisar campos,en_lote,no,
GD-068,publica,nif,960-74-2081,******081,correcto_enmascarado,0.74,Revisar campos,en_lote,no,
GD-068,publica,numero,64770456,64770456,correcto,0.74,Revisar campos,en_lote,no,
GD-068,publica,fecha_emision,2011-10-13,2011-10-13,correcto,0.74,Revisar campos,en_lote,no,
GD-068,publica,fecha_vencimiento,,,correcto,0.74,Revisar campos,en_lote,no,
GD-068,publica,moneda,USD,USD,correcto,0.74,Revisar campos,en_lote,no,
GD-068,publica,importe_total,2349.03,2349.03,correcto,0.74,Revisar campos,en_lote,no,
GD-068,publica,iva,213.55,213.55,correcto,0.74,Revisar campos,en_lote,no,
GD-068,publica,oc,,,correcto,0.74,Revisar campos,en_lote,no,
GD-069,publica,tipo_doc,invoice,invoice,correcto,0.84,Revisar campos,en_lote,no,
GD-069,publica,proveedor,JONES LTD USNV RUSH FPO AP,JONES,correcto,0.84,Revisar campos,en_lote,no,
GD-069,publica,nif,936-72-2389,******389,correcto_enmascarado,0.84,Revisar campos,en_lote,no,
GD-069,publica,numero,61942465,61942465,correcto,0.84,Revisar campos,en_lote,no,
GD-069,publica,fecha_emision,2012-08-27,2012-08-27,correcto,0.84,Revisar campos,en_lote,no,
GD-069,publica,fecha_vencimiento,,,correcto,0.84,Revisar campos,en_lote,no,
GD-069,publica,moneda,USD,USD,correcto,0.84,Revisar campos,en_lote,no,
GD-069,publica,importe_total,44.0,44.0,correcto,0.84,Revisar campos,en_lote,no,
GD-069,publica,iva,4.0,4.0,correcto,0.84,Revisar campos,en_lote,no,
GD-069,publica,oc,,,correcto,0.84,Revisar campos,en_lote,no,
GD-070,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-070,publica,proveedor,BARKER-FLETCHER,BARKER-FLETCHER,correcto,0.81,Revisar campos,en_lote,no,
GD-070,publica,nif,977-94-1841,******841,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-070,publica,numero,62788012,62788012,correcto,0.81,Revisar campos,en_lote,no,
GD-070,publica,fecha_emision,2013-03-12,2013-03-12,correcto,0.81,Revisar campos,en_lote,no,
GD-070,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-070,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-070,publica,importe_total,219.89,219.89,correcto,0.81,Revisar campos,en_lote,no,
GD-070,publica,iva,19.99,19.99,correcto,0.81,Revisar campos,en_lote,no,
GD-070,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-071,publica,tipo_doc,invoice,invoice,correcto,0.79,Revisar campos,en_lote,no,
GD-071,publica,proveedor,GRANT AND SONS,GRANT AND SONS,correcto,0.79,Revisar campos,en_lote,no,
GD-071,publica,nif,990-75-0951,******951,correcto_enmascarado,0.79,Revisar campos,en_lote,no,
GD-071,publica,numero,87428284,87428284,correcto,0.79,Revisar campos,en_lote,no,
GD-071,publica,fecha_emision,2015-06-17,2015-06-17,correcto,0.79,Revisar campos,en_lote,no,
GD-071,publica,fecha_vencimiento,,,correcto,0.79,Revisar campos,en_lote,no,
GD-071,publica,moneda,USD,USD,correcto,0.79,Revisar campos,en_lote,no,
GD-071,publica,importe_total,21.52,21.52,correcto,0.79,Revisar campos,en_lote,no,
GD-071,publica,iva,1.96,1.96,correcto,0.79,Revisar campos,en_lote,no,
GD-071,publica,oc,,,correcto,0.79,Revisar campos,en_lote,no,
GD-072,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-072,publica,proveedor,COX BELL AND RODRIGUEZ,COX,correcto,0.81,Revisar campos,en_lote,no,
GD-072,publica,nif,999-83-6062,******062,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-072,publica,numero,75299595,75299595,correcto,0.81,Revisar campos,en_lote,no,
GD-072,publica,fecha_emision,2011-06-03,2011-06-03,correcto,0.81,Revisar campos,en_lote,no,
GD-072,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-072,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-072,publica,importe_total,272.65,272.65,correcto,0.81,Revisar campos,en_lote,no,
GD-072,publica,iva,24.79,24.79,correcto,0.81,Revisar campos,en_lote,no,
GD-072,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-073,publica,tipo_doc,invoice,invoice,correcto,0.84,Revisar campos,en_lote,no,
GD-073,publica,proveedor,MOORE,MOORE,correcto,0.84,Revisar campos,en_lote,no,
GD-073,publica,nif,931-79-6223,******223,correcto_enmascarado,0.84,Revisar campos,en_lote,no,
GD-073,publica,numero,26307902,26307902,correcto,0.84,Revisar campos,en_lote,no,
GD-073,publica,fecha_emision,2015-10-05,2015-05-10,incorrecto,0.84,Revisar campos,en_lote,no,
GD-073,publica,fecha_vencimiento,,,correcto,0.84,Revisar campos,en_lote,no,
GD-073,publica,moneda,USD,CAD,incorrecto,0.84,Revisar campos,en_lote,no,
GD-073,publica,importe_total,104.06,104.06,correcto,0.84,Revisar campos,en_lote,no,
GD-073,publica,iva,9.46,9.46,correcto,0.84,Revisar campos,en_lote,no,
GD-073,publica,oc,,,correcto,0.84,Revisar campos,en_lote,no,
GD-074,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-074,publica,proveedor,FREEMAN AND SONS,FREEMAN AND SONS,correcto,0.81,Revisar campos,en_lote,no,
GD-074,publica,nif,973-76-8676,******676,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-074,publica,numero,77833987,77833987,correcto,0.81,Revisar campos,en_lote,no,
GD-074,publica,fecha_emision,2013-05-20,2013-05-20,correcto,0.81,Revisar campos,en_lote,no,
GD-074,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-074,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-074,publica,importe_total,129.53,129.53,correcto,0.81,Revisar campos,en_lote,no,
GD-074,publica,iva,11.78,11.78,correcto,0.81,Revisar campos,en_lote,no,
GD-074,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-075,publica,tipo_doc,invoice,invoice,correcto,0.78,Revisar campos,en_lote,no,
GD-075,publica,proveedor,CARTER,CARTER,correcto,0.78,Revisar campos,en_lote,no,
GD-075,publica,nif,940-76-9247,******247,correcto_enmascarado,0.78,Revisar campos,en_lote,no,
GD-075,publica,numero,61669642,61669642,correcto,0.78,Revisar campos,en_lote,no,
GD-075,publica,fecha_emision,2013-11-12,2013-11-12,correcto,0.78,Revisar campos,en_lote,no,
GD-075,publica,fecha_vencimiento,,,correcto,0.78,Revisar campos,en_lote,no,
GD-075,publica,moneda,USD,USD,correcto,0.78,Revisar campos,en_lote,no,
GD-075,publica,importe_total,151.38,151.38,correcto,0.78,Revisar campos,en_lote,no,
GD-075,publica,iva,13.76,13.76,correcto,0.78,Revisar campos,en_lote,no,
GD-075,publica,oc,,,correcto,0.78,Revisar campos,en_lote,no,
GD-076,publica,tipo_doc,invoice,invoice,correcto,0.71,Revisar campos,en_lote,no,
GD-076,publica,proveedor,CRUZ-CARTER,CRUZ-CARTER,correcto,0.71,Revisar campos,en_lote,no,
GD-076,publica,nif,938-91-6436,******436,correcto_enmascarado,0.71,Revisar campos,en_lote,no,
GD-076,publica,numero,35593328,35593328,correcto,0.71,Revisar campos,en_lote,no,
GD-076,publica,fecha_emision,2011-06-08,2011-06-08,correcto,0.71,Revisar campos,en_lote,no,
GD-076,publica,fecha_vencimiento,,,correcto,0.71,Revisar campos,en_lote,no,
GD-076,publica,moneda,USD,USD,correcto,0.71,Revisar campos,en_lote,no,
GD-076,publica,importe_total,3004.96,3004.96,correcto,0.71,Revisar campos,en_lote,no,
GD-076,publica,iva,273.18,273.18,correcto,0.71,Revisar campos,en_lote,no,
GD-076,publica,oc,,,correcto,0.71,Revisar campos,en_lote,no,
GD-077,publica,tipo_doc,invoice,invoice,correcto,0.74,Revisar campos,en_lote,no,
GD-077,publica,proveedor,BURNS KING AND SERRANO,BURNS KING AND SERRANO,correcto,0.74,Revisar campos,en_lote,no,
GD-077,publica,nif,913-91-8891,******891,correcto_enmascarado,0.74,Revisar campos,en_lote,no,
GD-077,publica,numero,34967709,34967709,correcto,0.74,Revisar campos,en_lote,no,
GD-077,publica,fecha_emision,2018-01-16,2018-01-16,correcto,0.74,Revisar campos,en_lote,no,
GD-077,publica,fecha_vencimiento,,,correcto,0.74,Revisar campos,en_lote,no,
GD-077,publica,moneda,USD,USD,correcto,0.74,Revisar campos,en_lote,no,
GD-077,publica,importe_total,549.98,549.98,correcto,0.74,Revisar campos,en_lote,no,
GD-077,publica,iva,50.0,50.0,correcto,0.74,Revisar campos,en_lote,no,
GD-077,publica,oc,,,correcto,0.74,Revisar campos,en_lote,no,
GD-078,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-078,publica,proveedor,COOPER-FOX,COOPER-FOX,correcto,0.8,Revisar campos,en_lote,no,
GD-078,publica,nif,955-98-1434,******434,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-078,publica,numero,32530472,32530472,correcto,0.8,Revisar campos,en_lote,no,
GD-078,publica,fecha_emision,2015-08-27,2015-08-27,correcto,0.8,Revisar campos,en_lote,no,
GD-078,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-078,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-078,publica,importe_total,187.0,187.0,correcto,0.8,Revisar campos,en_lote,no,
GD-078,publica,iva,17.0,17.0,correcto,0.8,Revisar campos,en_lote,no,
GD-078,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-079,publica,tipo_doc,invoice,invoice,correcto,0.78,Revisar campos,en_lote,no,
GD-079,publica,proveedor,GONZALES-FAULKNER,GONZALES-FAULKNER,correcto,0.78,Revisar campos,en_lote,no,
GD-079,publica,nif,992-82-8738,******738,correcto_enmascarado,0.78,Revisar campos,en_lote,no,
GD-079,publica,numero,61874671,61874671,correcto,0.78,Revisar campos,en_lote,no,
GD-079,publica,fecha_emision,2018-07-26,2018-07-26,correcto,0.78,Revisar campos,en_lote,no,
GD-079,publica,fecha_vencimiento,,,correcto,0.78,Revisar campos,en_lote,no,
GD-079,publica,moneda,USD,USD,correcto,0.78,Revisar campos,en_lote,no,
GD-079,publica,importe_total,312.93,312.93,correcto,0.78,Revisar campos,en_lote,no,
GD-079,publica,iva,28.45,28.45,correcto,0.78,Revisar campos,en_lote,no,
GD-079,publica,oc,,,correcto,0.78,Revisar campos,en_lote,no,
GD-080,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-080,publica,proveedor,MYERS,MYERS,correcto,0.8,Revisar campos,en_lote,no,
GD-080,publica,nif,989-81-3221,******221,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-080,publica,numero,62256280,62256280,correcto,0.8,Revisar campos,en_lote,no,
GD-080,publica,fecha_emision,2020-11-08,2020-11-08,correcto,0.8,Revisar campos,en_lote,no,
GD-080,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-080,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-080,publica,importe_total,2970.0,2970.0,correcto,0.8,Revisar campos,en_lote,no,
GD-080,publica,iva,270.0,270.0,correcto,0.8,Revisar campos,en_lote,no,
GD-080,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-081,publica,tipo_doc,invoice,invoice,correcto,0.73,Revisar campos,en_lote,no,
GD-081,publica,proveedor,MOORE GALLAGHER AND VILLANUEVA,MOORE GALLAGHER AND VILLANUEVA,correcto,0.73,Revisar campos,en_lote,no,
GD-081,publica,nif,966-84-2459,******459,correcto_enmascarado,0.73,Revisar campos,en_lote,no,
GD-081,publica,numero,25687531,25687531,correcto,0.73,Revisar campos,en_lote,no,
GD-081,publica,fecha_emision,2012-01-10,2012-01-10,correcto,0.73,Revisar campos,en_lote,no,
GD-081,publica,fecha_vencimiento,,,correcto,0.73,Revisar campos,en_lote,no,
GD-081,publica,moneda,USD,USD,correcto,0.73,Revisar campos,en_lote,no,
GD-081,publica,importe_total,1237.5,1237.5,correcto,0.73,Revisar campos,en_lote,no,
GD-081,publica,iva,112.5,112.5,correcto,0.73,Revisar campos,en_lote,no,
GD-081,publica,oc,,,correcto,0.73,Revisar campos,en_lote,no,
GD-082,publica,tipo_doc,invoice,invoice,correcto,0.84,Revisar campos,en_lote,no,
GD-082,publica,proveedor,SHEPARD,SHEPARD,correcto,0.84,Revisar campos,en_lote,no,
GD-082,publica,nif,929-84-1184,******184,correcto_enmascarado,0.84,Revisar campos,en_lote,no,
GD-082,publica,numero,30885203,30885203,correcto,0.84,Revisar campos,en_lote,no,
GD-082,publica,fecha_emision,2020-03-28,2020-03-28,correcto,0.84,Revisar campos,en_lote,no,
GD-082,publica,fecha_vencimiento,,,correcto,0.84,Revisar campos,en_lote,no,
GD-082,publica,moneda,USD,USD,correcto,0.84,Revisar campos,en_lote,no,
GD-082,publica,importe_total,355.07,355.07,correcto,0.84,Revisar campos,en_lote,no,
GD-082,publica,iva,32.28,32.28,correcto,0.84,Revisar campos,en_lote,no,
GD-082,publica,oc,,,correcto,0.84,Revisar campos,en_lote,no,
GD-083,publica,tipo_doc,invoice,invoice,correcto,0.79,Revisar campos,en_lote,no,
GD-083,publica,proveedor,LONG CRAIG AND FORD,LONG CRAIG AND FORD,correcto,0.79,Revisar campos,en_lote,no,
GD-083,publica,nif,919-96-0967,******967,correcto_enmascarado,0.79,Revisar campos,en_lote,no,
GD-083,publica,numero,81384146,81384146,correcto,0.79,Revisar campos,en_lote,no,
GD-083,publica,fecha_emision,2015-01-24,2015-01-24,correcto,0.79,Revisar campos,en_lote,no,
GD-083,publica,fecha_vencimiento,,,correcto,0.79,Revisar campos,en_lote,no,
GD-083,publica,moneda,USD,USD,correcto,0.79,Revisar campos,en_lote,no,
GD-083,publica,importe_total,356.68,356.68,correcto,0.79,Revisar campos,en_lote,no,
GD-083,publica,iva,32.43,32.43,correcto,0.79,Revisar campos,en_lote,no,
GD-083,publica,oc,,,correcto,0.79,Revisar campos,en_lote,no,
GD-084,publica,tipo_doc,invoice,invoice,correcto,0.86,Revisar campos,en_lote,no,
GD-084,publica,proveedor,MARTIN-BUTLER,MARTIN-BUTLER,correcto,0.86,Revisar campos,en_lote,no,
GD-084,publica,nif,965-86-2430,******430,correcto_enmascarado,0.86,Revisar campos,en_lote,no,
GD-084,publica,numero,42760323,42760323,correcto,0.86,Revisar campos,en_lote,no,
GD-084,publica,fecha_emision,2020-09-23,2020-09-23,correcto,0.86,Revisar campos,en_lote,no,
GD-084,publica,fecha_vencimiento,,,correcto,0.86,Revisar campos,en_lote,no,
GD-084,publica,moneda,USD,USD,correcto,0.86,Revisar campos,en_lote,no,
GD-084,publica,importe_total,27862.96,27862.96,correcto,0.86,Revisar campos,en_lote,no,
GD-084,publica,iva,2533.0,2533.0,correcto,0.86,Revisar campos,en_lote,no,
GD-084,publica,oc,,,correcto,0.86,Revisar campos,en_lote,no,
GD-085,publica,tipo_doc,invoice,invoice,correcto,0.71,Revisar campos,en_lote,no,
GD-085,publica,proveedor,MOORE WELLS AND WILSON,,faltante,0.71,Revisar campos,en_lote,no,
GD-085,publica,nif,967-92-2894,******894,correcto_enmascarado,0.71,Revisar campos,en_lote,no,
GD-085,publica,numero,37959814,37959814,correcto,0.71,Revisar campos,en_lote,no,
GD-085,publica,fecha_emision,2013-07-12,2013-07-12,correcto,0.71,Revisar campos,en_lote,no,
GD-085,publica,fecha_vencimiento,,,correcto,0.71,Revisar campos,en_lote,no,
GD-085,publica,moneda,USD,USD,correcto,0.71,Revisar campos,en_lote,no,
GD-085,publica,importe_total,7285.98,7285.98,correcto,0.71,Revisar campos,en_lote,no,
GD-085,publica,iva,662.36,662.36,correcto,0.71,Revisar campos,en_lote,no,
GD-085,publica,oc,,,correcto,0.71,Revisar campos,en_lote,no,
GD-086,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-086,publica,proveedor,SMITH JOHNSON AND MOORE,JOHNSON & MOORE PA,incorrecto,0.81,Revisar campos,en_lote,no,
GD-086,publica,nif,990-74-2646,******646,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-086,publica,numero,40949664,40949664,correcto,0.81,Revisar campos,en_lote,no,
GD-086,publica,fecha_emision,2020-05-12,2020-05-12,correcto,0.81,Revisar campos,en_lote,no,
GD-086,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-086,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-086,publica,importe_total,421.25,421.25,correcto,0.81,Revisar campos,en_lote,no,
GD-086,publica,iva,38.3,38.3,correcto,0.81,Revisar campos,en_lote,no,
GD-086,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-101,sintetica,tipo_doc,invoice,invoice,correcto,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,proveedor,SERVICIOS ALCOR,SERVICIOS ALCOR,correcto,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,nif,B11111111,******111,correcto_enmascarado,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,numero,AL-2026-0101,AL-2026-0101,correcto,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,fecha_emision,2026-06-02,2026-06-02,correcto,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,fecha_vencimiento,2026-07-02,2026-07-02,correcto,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,moneda,EUR,EUR,correcto,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,importe_total,1149.5,1149.5,correcto,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,iva,199.5,199.5,correcto,0.88,Revisar campos,en_lote,no,
GD-101,sintetica,oc,,,correcto,0.88,Revisar campos,en_lote,no,
GD-102,sintetica,tipo_doc,invoice,invoice,correcto,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,proveedor,INSUMOS BRAVO,INSUMOS BRAVO,correcto,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,nif,A22222222,******222,correcto_enmascarado,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,numero,BR-88712,BR-88712,correcto,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,fecha_emision,2026-06-03,2026-06-03,correcto,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,fecha_vencimiento,2026-07-03,2026-07-03,correcto,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,moneda,EUR,EUR,correcto,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,importe_total,5082.0,5082.0,correcto,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,iva,882.0,882.0,correcto,0.86,Revisar campos,en_lote,no,
GD-102,sintetica,oc,PO-2026-201,PO-2026-201,correcto,0.86,Revisar campos,en_lote,no,
GD-103,sintetica,tipo_doc,invoice,invoice,correcto,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,proveedor,CATERING DELTA,CATERING DELTA,correcto,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,nif,B33333333,******333,correcto_enmascarado,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,numero,CD/2026/077,CD/2026/077,correcto,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,fecha_emision,2026-06-04,2026-06-04,correcto,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,fecha_vencimiento,2026-06-19,2026-06-19,correcto,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,moneda,EUR,EUR,correcto,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,importe_total,341.44,341.44,correcto,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,iva,31.04,31.04,correcto,0.91,Revisar campos,en_lote,no,
GD-103,sintetica,oc,,,correcto,0.91,Revisar campos,en_lote,no,
GD-104,sintetica,tipo_doc,invoice,invoice,correcto,0.83,Procesado,en_lote,no,
GD-104,sintetica,proveedor,LOGISTICA ECHO,LOGISTICA ECHO,correcto,0.83,Procesado,en_lote,no,
GD-104,sintetica,nif,B44444444,******444,correcto_enmascarado,0.83,Procesado,en_lote,no,
GD-104,sintetica,numero,LE-2026-3401,LE-2026-3401,correcto,0.83,Procesado,en_lote,no,
GD-104,sintetica,fecha_emision,2026-06-05,2026-06-05,correcto,0.83,Procesado,en_lote,no,
GD-104,sintetica,fecha_vencimiento,2026-07-05,2026-07-05,correcto,0.83,Procesado,en_lote,no,
GD-104,sintetica,moneda,GBP,GBP,correcto,0.83,Procesado,en_lote,no,
GD-104,sintetica,importe_total,2178.0,2178.0,correcto,0.83,Procesado,en_lote,no,
GD-104,sintetica,iva,378.0,378.0,correcto,0.83,Procesado,en_lote,no,
GD-104,sintetica,oc,PO-2026-202,PO-2026-202,correcto,0.83,Procesado,en_lote,no,
GD-105,sintetica,tipo_doc,invoice,invoice,correcto,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,proveedor,ESTUDIO FOXTROT,ESTUDIO FOXTROT,correcto,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,nif,B55555555,******555,correcto_enmascarado,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,numero,EF-2026-045,EF-2026-045,correcto,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,fecha_emision,2026-06-08,2026-06-08,correcto,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,fecha_vencimiento,2026-07-08,2026-07-08,correcto,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,moneda,EUR,EUR,correcto,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,importe_total,3025.0,3025.0,correcto,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,iva,525.0,525.0,correcto,0.87,Revisar campos,en_lote,no,
GD-105,sintetica,oc,,,correcto,0.87,Revisar campos,en_lote,no,
GD-106,sintetica,tipo_doc,invoice,invoice,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,proveedor,ESTUDIO FOXTROT,ESTUDIO FOXTROT,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,nif,B55555555,******555,correcto_enmascarado,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,numero,EF-2026-045,EF-2026-045,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,fecha_emision,2026-06-10,2026-06-10,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,fecha_vencimiento,2026-07-08,2026-07-08,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,moneda,EUR,EUR,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,importe_total,3025.0,3025.0,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,iva,525.0,525.0,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
GD-106,sintetica,oc,,,correcto,0.87,Revisar campos,bloqueada,si,C2_DUPLICADOS
